year,appeal_id,Global cluster,plan_name,Current requirements US$,Funding_fts
2020,927,Early Recovery,Cameroon 2020,7719115,5400139.63333333
2020,927,Education,Cameroon 2020,26826006,2334622.8
2020,927,Emergency Shelter and NFI,Cameroon 2020,12817152,7222409.53333333
2020,927,Food Security,Cameroon 2020,87765513,59683958.45
2020,927,Health,Cameroon 2020,32180242,19707770.7833333
2020,927,Multi-sector,Cameroon 2020,93864540,30192348.3
2020,927,Nutrition,Cameroon 2020,23737833,5605523.58333333
2020,927,Protection,Cameroon 2020,57034115,13411551.1333333
2020,927,Unspecified,Cameroon 2020,0,29401594
2020,927,Water Sanitation Hygiene,Cameroon 2020,28682133,9897253.78333334
2020,928,Coordination and support services,Venezuela 2020,10535567,3755783
2020,928,Education,Venezuela 2020,106058947,8993459.33333333
2020,928,Emergency Shelter and NFI,Venezuela 2020,42514995,2719805
2020,928,Food Security,Venezuela 2020,158125096,4384108.83333333
2020,928,Health,Venezuela 2020,251959516,48857784
2020,928,Multi-sector,Venezuela 2020,0,2770407
2020,928,Nutrition,Venezuela 2020,19031003,4933261.75
2020,928,Protection,Venezuela 2020,69256059,19560282.5833333
2020,928,Unspecified,Venezuela 2020,0,64786116
2020,928,Water Sanitation Hygiene,Venezuela 2020,105028180,19007710.5
2020,929,Coordination and support services,Afghanistan 2020,14939040,6281754
2020,929,Education,Afghanistan 2020,68104253,17883379.8333333
2020,929,Emergency Shelter and NFI,Afghanistan 2020,122898995,26226903.8333333
2020,929,Food Security,Afghanistan 2020,370324820,161140346.833333
2020,929,Health,Afghanistan 2020,171090518,66548734
2020,929,Logistics,Afghanistan 2020,2.5e+07,10982215
2020,929,Multi-sector,Afghanistan 2020,0,6131480.5
2020,929,Nutrition,Afghanistan 2020,114645207,42191587
2020,929,Protection,Afghanistan 2020,91875589,61723739
2020,929,Unspecified,Afghanistan 2020,0,159124563
2020,929,Water Sanitation Hygiene,Afghanistan 2020,152172398,27302816
2020,930,Coordination and support services,Burkina Faso 2020,8121721,10858534
2020,930,Education,Burkina Faso 2020,33259005,9980165
2020,930,Emergency Shelter and NFI,Burkina Faso 2020,34266097,22238318.2285714
2020,930,Food Security,Burkina Faso 2020,177942434,93539764.8952381
2020,930,Health,Burkina Faso 2020,40775938,33129514.3952381
2020,930,Multi-sector,Burkina Faso 2020,1.5e+07,106623
2020,930,Nutrition,Burkina Faso 2020,28136964,15500248.4285714
2020,930,Protection,Burkina Faso 2020,26363213,21636842.1571429
2020,930,Unspecified,Burkina Faso 2020,0,32916516
2020,930,Water Sanitation Hygiene,Burkina Faso 2020,60492489,18103603.8952381
2020,931,Coordination and support services,Libya 2020,1.4e+07,8847444.5
2020,931,Education,Libya 2020,8e+06,2256549
2020,931,Emergency Shelter and NFI,Libya 2020,7e+06,9507284.5
2020,931,Emergency Telecommunications,Libya 2020,1e+06,116569
2020,931,Food Security,Libya 2020,14999904,7228793
2020,931,Health,Libya 2020,44704295,42008761
2020,931,Multi-sector,Libya 2020,0,
2020,931,Protection,Libya 2020,35074488,52030222.5
2020,931,Unspecified,Libya 2020,0,7007042
2020,931,Water Sanitation Hygiene,Libya 2020,5067318,10163363
2020,934,Coordination and support services,Myanmar 2020,4300000,3220994.41666667
2020,934,Education,Myanmar 2020,30900000,7907351.66666667
2020,934,Emergency Shelter and NFI,Myanmar 2020,27900000,7339073.91666667
2020,934,Food Security,Myanmar 2020,67600000,40049723.7222222
2020,934,Health,Myanmar 2020,41700000,13737200.6666667
2020,934,Logistics,Myanmar 2020,2800000,5212256.66666667
2020,934,Multi-sector,Myanmar 2020,0,363636
2020,934,Nutrition,Myanmar 2020,17400000,10595810.1666667
2020,934,Protection,Myanmar 2020,41200000,27847489.6666667
2020,934,Unspecified,Myanmar 2020,0,49835003
2020,934,Water Sanitation Hygiene,Myanmar 2020,41500000,19311897.4166667
2020,935,Food Security,DPR Korea Needs and Priorities 2020,2.9e+07,1443519
2020,935,Health,DPR Korea Needs and Priorities 2020,2.1e+07,12193234
2020,935,Nutrition,DPR Korea Needs and Priorities 2020,5e+07,15043297
2020,935,Unspecified,DPR Korea Needs and Priorities 2020,0,847661
2020,935,Water Sanitation Hygiene,DPR Korea Needs and Priorities 2020,7e+06,1757181
2020,936,Agriculture,Ethiopia 2020,74000051,13659209.6666667
2020,936,Coordination and support services,Ethiopia 2020,12015507,13427308.5833333
2020,936,Education,Ethiopia 2020,35237625,4148591
2020,936,Emergency Shelter and NFI,Ethiopia 2020,101139000,27519853.5333333
2020,936,Food Security,Ethiopia 2020,406433703,376967979.95
2020,936,Health,Ethiopia 2020,1.95e+08,47503682.8666667
2020,936,Logistics,Ethiopia 2020,23400000,6742058.5
2020,936,Multi-sector,Ethiopia 2020,0,2041949
2020,936,Nutrition,Ethiopia 2020,252604000,100382789.833333
2020,936,Protection,Ethiopia 2020,47621286,26827815.9333333
2020,936,Unspecified,Ethiopia 2020,0,55209727
2020,936,Water Sanitation Hygiene,Ethiopia 2020,103352950,47655998.6333333
2020,937,Early Recovery,Zambia 2019 - 2020,13100622,
2020,937,Education,Zambia 2019 - 2020,1700000,506495
2020,937,Food Security,Zambia 2019 - 2020,54261397,19680827.25
2020,937,Health,Zambia 2019 - 2020,6375000,798779
2020,937,Nutrition,Zambia 2019 - 2020,4400000,498577
2020,937,Protection,Zambia 2019 - 2020,5e+06,1817020.25
2020,937,Unspecified,Zambia 2019 - 2020,0,2232143
2020,937,Water Sanitation Hygiene,Zambia 2019 - 2020,4700000,1459550
2020,939,Coordination and support services,Djibouti Flash Appeal 2019 - 2020,50000,
2020,939,Education,Djibouti Flash Appeal 2019 - 2020,480782,205226
2020,939,Emergency Shelter and NFI,Djibouti Flash Appeal 2019 - 2020,3280768,853695
2020,939,Food Security,Djibouti Flash Appeal 2019 - 2020,1935386,1440578
2020,939,Health,Djibouti Flash Appeal 2019 - 2020,5271500,990000
2020,939,Water Sanitation Hygiene,Djibouti Flash Appeal 2019 - 2020,3233460,373424
2020,948,Education,Lesotho Flash Appeal 2019-2020,350000,
2020,948,Food Security,Lesotho Flash Appeal 2019-2020,25243514,11660897
2020,948,Health,Lesotho Flash Appeal 2019-2020,771700,150002
2020,948,Nutrition,Lesotho Flash Appeal 2019-2020,2200000,195001
2020,948,Protection,Lesotho Flash Appeal 2019-2020,1079786,584028
2020,948,Unspecified,Lesotho Flash Appeal 2019-2020,0,588928
2020,948,Water Sanitation Hygiene,Lesotho Flash Appeal 2019-2020,4100000,555001
2020,950,Coordination and support services,Colombia 2020,2500000,399104
2020,950,Early Recovery,Colombia 2020,26800000,2772716.5
2020,950,Education,Colombia 2020,16700000,774949.5
2020,950,Emergency Shelter and NFI,Colombia 2020,9e+06,152970.5
2020,950,Food Security,Colombia 2020,26700000,7935226
2020,950,Health,Colombia 2020,22600000,
2020,950,Multi-sector,Colombia 2020,0,1786632
2020,950,Protection,Colombia 2020,9.3e+07,10974710
2020,950,Unspecified,Colombia 2020,0,5921530
2020,950,Water Sanitation Hygiene,Colombia 2020,12400000,1111192.5
2020,985,Coordination and support services,Colombia Intersectoral COVID-19 Response Plan 2020,264200,
2020,985,Early Recovery,Colombia Intersectoral COVID-19 Response Plan 2020,75500000,
2020,985,Education,Colombia Intersectoral COVID-19 Response Plan 2020,11633437,148132.5
2020,985,Emergency Shelter and NFI,Colombia Intersectoral COVID-19 Response Plan 2020,15900000,
2020,985,Food Security,Colombia Intersectoral COVID-19 Response Plan 2020,73620000,9678433.83333333
2020,985,Health,Colombia Intersectoral COVID-19 Response Plan 2020,91043810,11716721
2020,985,Multi-sector,Colombia Intersectoral COVID-19 Response Plan 2020,0,
2020,985,Protection,Colombia Intersectoral COVID-19 Response Plan 2020,7189200,6436276.66666667
2020,985,Unspecified,Colombia Intersectoral COVID-19 Response Plan 2020,0,4745125
2020,985,Water Sanitation Hygiene,Colombia Intersectoral COVID-19 Response Plan 2020,8770000,1593084
2020,986,Coordination and support services,Benin Intersectoral COVID Response Plan 2020,30000,
2020,986,Education,Benin Intersectoral COVID Response Plan 2020,5e+05,
2020,986,Food Security,Benin Intersectoral COVID Response Plan 2020,3200000,
2020,986,Health,Benin Intersectoral COVID Response Plan 2020,10900000,2333919
2020,986,Logistics,Benin Intersectoral COVID Response Plan 2020,1500000,
2020,986,Nutrition,Benin Intersectoral COVID Response Plan 2020,1e+06,
2020,986,Protection,Benin Intersectoral COVID Response Plan 2020,3e+05,
2020,986,Unspecified,Benin Intersectoral COVID Response Plan 2020,0,1012635
2020,986,Water Sanitation Hygiene,Benin Intersectoral COVID Response Plan 2020,5e+05,
2020,987,Early Recovery,Iran Intersectoral COVID Response Plan 2020,0,
2020,987,Education,Iran Intersectoral COVID Response Plan 2020,825292,2759382
2020,987,Food Security,Iran Intersectoral COVID Response Plan 2020,6200000,7e+06
2020,987,Health,Iran Intersectoral COVID Response Plan 2020,99552619,32083398
2020,987,Multi-sector,Iran Intersectoral COVID Response Plan 2020,0,
2020,987,Nutrition,Iran Intersectoral COVID Response Plan 2020,543875,
2020,987,Protection,Iran Intersectoral COVID Response Plan 2020,7825785,18871621
2020,987,Unspecified,Iran Intersectoral COVID Response Plan 2020,0,11158864
2020,987,Water Sanitation Hygiene,Iran Intersectoral COVID Response Plan 2020,2337110,2159091
2020,988,COVID-19,Lebanon Intersectoral COVID Response Plan 2020,136500000,947397
2020,988,Unspecified,Lebanon Intersectoral COVID Response Plan 2020,0,57762875
2020,989,Education,Liberia Intersectoral COVID Response Plan 2020,3e+06,
2020,989,Food Security,Liberia Intersectoral COVID Response Plan 2020,2e+07,222684
2020,989,Health,Liberia Intersectoral COVID Response Plan 2020,17500000,4324148
2020,989,Logistics,Liberia Intersectoral COVID Response Plan 2020,4500000,
2020,989,Multi-sector,Liberia Intersectoral COVID Response Plan 2020,0,
2020,989,Nutrition,Liberia Intersectoral COVID Response Plan 2020,2e+06,
2020,989,Protection,Liberia Intersectoral COVID Response Plan 2020,6e+06,222684
2020,989,Unspecified,Liberia Intersectoral COVID Response Plan 2020,0,1515718
2020,989,Water Sanitation Hygiene,Liberia Intersectoral COVID Response Plan 2020,4e+06,1222684
2020,990,Camp Coordination / Management,Mozambique COVID-19 2020,9e+05,163755
2020,990,Coordination and support services,Mozambique COVID-19 2020,5e+05,92795
2020,990,Education,Mozambique COVID-19 2020,5e+06,
2020,990,Emergency Shelter and NFI,Mozambique COVID-19 2020,8600000,
2020,990,Food Security,Mozambique COVID-19 2020,1.5e+07,35207319
2020,990,Health,Mozambique COVID-19 2020,1.6e+07,5596932
2020,990,Logistics,Mozambique COVID-19 2020,3e+06,2788938
2020,990,Multi-sector,Mozambique COVID-19 2020,0,
2020,990,Nutrition,Mozambique COVID-19 2020,3e+06,
2020,990,Protection,Mozambique COVID-19 2020,2105000,20000
2020,990,Unspecified,Mozambique COVID-19 2020,0,14393887
2020,990,Water Sanitation Hygiene,Mozambique COVID-19 2020,1.4e+07,3405913
2020,991,Education,Pakistan Intersectoral COVID Response Plan 2020,4e+06,353035
2020,991,Food Security,Pakistan Intersectoral COVID Response Plan 2020,5.4e+07,2217474
2020,991,Health,Pakistan Intersectoral COVID Response Plan 2020,37425410,39705444.5
2020,991,Logistics,Pakistan Intersectoral COVID Response Plan 2020,8500000,
2020,991,Multi-sector,Pakistan Intersectoral COVID Response Plan 2020,0,
2020,991,Nutrition,Pakistan Intersectoral COVID Response Plan 2020,11500000,4028695.83333333
2020,991,Protection,Pakistan Intersectoral COVID Response Plan 2020,14915672,1001787.66666667
2020,991,Unspecified,Pakistan Intersectoral COVID Response Plan 2020,0,39303811
2020,991,Water Sanitation Hygiene,Pakistan Intersectoral COVID Response Plan 2020,15447796,2532439
2020,992,COVID-19,Philippines Intersectoral COVID Response Plan 2020,2090932,
2020,992,Camp Coordination / Management,Philippines Intersectoral COVID Response Plan 2020,1850000,525000
2020,992,Coordination and support services,Philippines Intersectoral COVID Response Plan 2020,2e+05,796594
2020,992,Early Recovery,Philippines Intersectoral COVID Response Plan 2020,8947325,
2020,992,Education,Philippines Intersectoral COVID Response Plan 2020,5929500,
2020,992,Emergency Shelter and NFI,Philippines Intersectoral COVID Response Plan 2020,1365288,2065060.66666667
2020,992,Food Security,Philippines Intersectoral COVID Response Plan 2020,39706706,39019
2020,992,Health,Philippines Intersectoral COVID Response Plan 2020,28856591,6338153.33333333
2020,992,Logistics,Philippines Intersectoral COVID Response Plan 2020,6e+05,
2020,992,Multi-sector,Philippines Intersectoral COVID Response Plan 2020,0,
2020,992,Nutrition,Philippines Intersectoral COVID Response Plan 2020,6500000,55244.3333333333
2020,992,Protection,Philippines Intersectoral COVID Response Plan 2020,6488659,966766.666666667
2020,992,Unspecified,Philippines Intersectoral COVID Response Plan 2020,0,5931364
2020,992,Water Sanitation Hygiene,Philippines Intersectoral COVID Response Plan 2020,19232343,3845305
2020,993,Early Recovery,Sierra Leone Intersectoral COVID Response Plan 2020,5836701,
2020,993,Education,Sierra Leone Intersectoral COVID Response Plan 2020,4498800,
2020,993,Food Security,Sierra Leone Intersectoral COVID Response Plan 2020,19600000,4227231.66666667
2020,993,Health,Sierra Leone Intersectoral COVID Response Plan 2020,12193674,2142434.66666667
2020,993,Logistics,Sierra Leone Intersectoral COVID Response Plan 2020,6150000,
2020,993,Multi-sector,Sierra Leone Intersectoral COVID Response Plan 2020,0,
2020,993,Nutrition,Sierra Leone Intersectoral COVID Response Plan 2020,3705000,
2020,993,Protection,Sierra Leone Intersectoral COVID Response Plan 2020,4793550,327231.666666667
2020,993,Unspecified,Sierra Leone Intersectoral COVID Response Plan 2020,0,10282664
2020,993,Water Sanitation Hygiene,Sierra Leone Intersectoral COVID Response Plan 2020,6130000,3113473
2020,994,Education,Togo Intersectoral COVID Response Plan 2020,1113600,
2020,994,Food Security,Togo Intersectoral COVID Response Plan 2020,5718514,
2020,994,Health,Togo Intersectoral COVID Response Plan 2020,2328367,2460745
2020,994,Logistics,Togo Intersectoral COVID Response Plan 2020,2500000,
2020,994,Nutrition,Togo Intersectoral COVID Response Plan 2020,2e+05,
2020,994,Protection,Togo Intersectoral COVID Response Plan 2020,1748653,
2020,994,Unspecified,Togo Intersectoral COVID Response Plan 2020,0,2671394
2020,994,Water Sanitation Hygiene,Togo Intersectoral COVID Response Plan 2020,6148400,57964
2020,995,COVID-19,DPR Korea Intersectoral COVID Response Plan 2020,4600000,
2020,995,Food Security,DPR Korea Intersectoral COVID Response Plan 2020,5800000,
2020,995,Health,DPR Korea Intersectoral COVID Response Plan 2020,23913800,2216835.5
2020,995,Multi-sector,DPR Korea Intersectoral COVID Response Plan 2020,0,
2020,995,Nutrition,DPR Korea Intersectoral COVID Response Plan 2020,3978362,551876.5
2020,995,Unspecified,DPR Korea Intersectoral COVID Response Plan 2020,0,732972
2020,995,Water Sanitation Hygiene,DPR Korea Intersectoral COVID Response Plan 2020,1400000,
2020,996,COVID-19,Global operational support COVID-19,3.76e+08,286379700
2020,996,Unspecified,Global operational support COVID-19,0,2580600
2020,997,Camp Coordination / Management,Cabo Delgado Province Mozambique Rapid Response Plan 2020,2058040,2643166.66666667
2020,997,Coordination and support services,Cabo Delgado Province Mozambique Rapid Response Plan 2020,514500,740925
2020,997,Education,Cabo Delgado Province Mozambique Rapid Response Plan 2020,1234831,1925423
2020,997,Emergency Shelter and NFI,Cabo Delgado Province Mozambique Rapid Response Plan 2020,5145100,4437388.66666667
2020,997,Food Security,Cabo Delgado Province Mozambique Rapid Response Plan 2020,11113500,24877769
2020,997,Health,Cabo Delgado Province Mozambique Rapid Response Plan 2020,1440630,3238991
2020,997,Logistics,Cabo Delgado Province Mozambique Rapid Response Plan 2020,4116100,2777948
2020,997,Multi-sector,Cabo Delgado Province Mozambique Rapid Response Plan 2020,0,104587
2020,997,Nutrition,Cabo Delgado Province Mozambique Rapid Response Plan 2020,1064000,115390
2020,997,Protection,Cabo Delgado Province Mozambique Rapid Response Plan 2020,4136699,7988558.66666667
2020,997,Unspecified,Cabo Delgado Province Mozambique Rapid Response Plan 2020,0,127137
2020,997,Water Sanitation Hygiene,Cabo Delgado Province Mozambique Rapid Response Plan 2020,4630600,3159269
2020,998,COVID-19,Bangladesh Intersectoral COVID-19 Response Plan 2020,37107343,
2020,998,Coordination and support services,Bangladesh Intersectoral COVID-19 Response Plan 2020,750000,
2020,998,Education,Bangladesh Intersectoral COVID-19 Response Plan 2020,1485000,
2020,998,Emergency Shelter and NFI,Bangladesh Intersectoral COVID-19 Response Plan 2020,15069729,435400.5
2020,998,Food Security,Bangladesh Intersectoral COVID-19 Response Plan 2020,20738592,17611241
2020,998,Health,Bangladesh Intersectoral COVID-19 Response Plan 2020,103800000,15572184.5
2020,998,Multi-sector,Bangladesh Intersectoral COVID-19 Response Plan 2020,0,201481
2020,998,Nutrition,Bangladesh Intersectoral COVID-19 Response Plan 2020,1275300,421338
2020,998,Protection,Bangladesh Intersectoral COVID-19 Response Plan 2020,12690236,324293.5
2020,998,Unspecified,Bangladesh Intersectoral COVID-19 Response Plan 2020,0,14910961
2020,998,Water Sanitation Hygiene,Bangladesh Intersectoral COVID-19 Response Plan 2020,13018500,4622623.5
2020,999,Early Recovery,Ecuador Intersectoral COVID-19 Response Plan 2020,6e+06,
2020,999,Education,Ecuador Intersectoral COVID-19 Response Plan 2020,6e+06,
2020,999,Emergency Shelter and NFI,Ecuador Intersectoral COVID-19 Response Plan 2020,6e+06,
2020,999,Food Security,Ecuador Intersectoral COVID-19 Response Plan 2020,14200000,5e+06
2020,999,Health,Ecuador Intersectoral COVID-19 Response Plan 2020,10250000,4460599.66666667
2020,999,Logistics,Ecuador Intersectoral COVID-19 Response Plan 2020,75000,1e+06
2020,999,Multi-sector,Ecuador Intersectoral COVID-19 Response Plan 2020,0,
2020,999,Protection,Ecuador Intersectoral COVID-19 Response Plan 2020,1800000,4928029.66666667
2020,999,Unspecified,Ecuador Intersectoral COVID-19 Response Plan 2020,0,3836015
2020,999,Water Sanitation Hygiene,Ecuador Intersectoral COVID-19 Response Plan 2020,2100000,628029.666666667
2020,1000,Coordination and support services,Kenya Intersectoral COVID-19 Response Plan 2020,6933180,
2020,1000,Education,Kenya Intersectoral COVID-19 Response Plan 2020,23741993,597372
2020,1000,Food Security,Kenya Intersectoral COVID-19 Response Plan 2020,94779832,21510169.75
2020,1000,Health,Kenya Intersectoral COVID-19 Response Plan 2020,56489308,8521291.6
2020,1000,Multi-sector,Kenya Intersectoral COVID-19 Response Plan 2020,34545000,2549689.6
2020,1000,Nutrition,Kenya Intersectoral COVID-19 Response Plan 2020,22615294,
2020,1000,Protection,Kenya Intersectoral COVID-19 Response Plan 2020,4171250,926334.7
2020,1000,Unspecified,Kenya Intersectoral COVID-19 Response Plan 2020,0,17573861
2020,1000,Water Sanitation Hygiene,Kenya Intersectoral COVID-19 Response Plan 2020,11594827,10769153.35
2020,1001,Coordination and support services,Tanzania Intersectoral COVID-19 Response Plan 2020,2180000,
2020,1001,Education,Tanzania Intersectoral COVID-19 Response Plan 2020,2517000,
2020,1001,Food Security,Tanzania Intersectoral COVID-19 Response Plan 2020,57700337,44844.75
2020,1001,Health,Tanzania Intersectoral COVID-19 Response Plan 2020,46052678,2489628
2020,1001,Logistics,Tanzania Intersectoral COVID-19 Response Plan 2020,12724488,
2020,1001,Multi-sector,Tanzania Intersectoral COVID-19 Response Plan 2020,5350163,
2020,1001,Nutrition,Tanzania Intersectoral COVID-19 Response Plan 2020,8334198,111919
2020,1001,Protection,Tanzania Intersectoral COVID-19 Response Plan 2020,11807631,1657983.25
2020,1001,Unspecified,Tanzania Intersectoral COVID-19 Response Plan 2020,0,9488773
2020,1001,Water Sanitation Hygiene,Tanzania Intersectoral COVID-19 Response Plan 2020,12207610,5224729
2020,1002,COVID-19,Zambia Intersectoral COVID-19 Response Plan 2020,20640000,6e+05
2020,1002,Coordination and support services,Zambia Intersectoral COVID-19 Response Plan 2020,6297633,
2020,1002,Education,Zambia Intersectoral COVID-19 Response Plan 2020,12090063,
2020,1002,Food Security,Zambia Intersectoral COVID-19 Response Plan 2020,48800000,5854318
2020,1002,Health,Zambia Intersectoral COVID-19 Response Plan 2020,20137580,2723917
2020,1002,Multi-sector,Zambia Intersectoral COVID-19 Response Plan 2020,0,6e+05
2020,1002,Nutrition,Zambia Intersectoral COVID-19 Response Plan 2020,2930000,
2020,1002,Protection,Zambia Intersectoral COVID-19 Response Plan 2020,1940309,863717
2020,1002,Unspecified,Zambia Intersectoral COVID-19 Response Plan 2020,0,1757700
2020,1002,Water Sanitation Hygiene,Zambia Intersectoral COVID-19 Response Plan 2020,12777343,796710
2020,1003,Education,Djibouti Intersectoral COVID-19 Response Plan 2020,1e+06,
2020,1003,Food Security,Djibouti Intersectoral COVID-19 Response Plan 2020,10429053,4e+05
2020,1003,Health,Djibouti Intersectoral COVID-19 Response Plan 2020,11106114,2319269
2020,1003,Logistics,Djibouti Intersectoral COVID-19 Response Plan 2020,1178249,4e+05
2020,1003,Multi-sector,Djibouti Intersectoral COVID-19 Response Plan 2020,0,
2020,1003,Protection,Djibouti Intersectoral COVID-19 Response Plan 2020,3745000,284091
2020,1003,Unspecified,Djibouti Intersectoral COVID-19 Response Plan 2020,0,2962263
2020,1003,Water Sanitation Hygiene,Djibouti Intersectoral COVID-19 Response Plan 2020,2525000,319584
2020,1004,Coordination and support services,Uganda Intersectoral COVID-19 Response Plan 2020,2137163,
2020,1004,Education,Uganda Intersectoral COVID-19 Response Plan 2020,2262495,1969070
2020,1004,Food Security,Uganda Intersectoral COVID-19 Response Plan 2020,62309104,2513802.25
2020,1004,Health,Uganda Intersectoral COVID-19 Response Plan 2020,71159758,8970790.75
2020,1004,Logistics,Uganda Intersectoral COVID-19 Response Plan 2020,2691422,
2020,1004,Multi-sector,Uganda Intersectoral COVID-19 Response Plan 2020,32220879,6179089
2020,1004,Nutrition,Uganda Intersectoral COVID-19 Response Plan 2020,9124734,202554.25
2020,1004,Protection,Uganda Intersectoral COVID-19 Response Plan 2020,4761000,4787761
2020,1004,Unspecified,Uganda Intersectoral COVID-19 Response Plan 2020,0,6792115
2020,1004,Water Sanitation Hygiene,Uganda Intersectoral COVID-19 Response Plan 2020,13490572,1173326.75
2020,1005,Coordination and support services,Republic of Congo Intersectoral COVID-19 Response Plan 2020,50000,
2020,1005,Early Recovery,Republic of Congo Intersectoral COVID-19 Response Plan 2020,650000,
2020,1005,Food Security,Republic of Congo Intersectoral COVID-19 Response Plan 2020,10170000,
2020,1005,Health,Republic of Congo Intersectoral COVID-19 Response Plan 2020,648868,255025
2020,1005,Protection,Republic of Congo Intersectoral COVID-19 Response Plan 2020,4e+05,
2020,1005,Unspecified,Republic of Congo Intersectoral COVID-19 Response Plan 2020,0,1424500
2020,1005,Water Sanitation Hygiene,Republic of Congo Intersectoral COVID-19 Response Plan 2020,70256,
2020,1006,Food Security,Famine Prevention COVID-19 2020,5e+08,3.7e+07
2020,1006,Unspecified,Famine Prevention COVID-19 2020,0,
2020,1007,Multi-sector,Unallocated supplementary NGO envelope COVID-19 2020,3e+08,1969821
2020,1007,Unspecified,Unallocated supplementary NGO envelope COVID-19 2020,0,3480124
2020,1009,Education,Lebanon Flash Appeal 2020,18472477,16398989.5
2020,1009,Emergency Shelter and NFI,Lebanon Flash Appeal 2020,65418765,48924751.5
2020,1009,Food Security,Lebanon Flash Appeal 2020,52562099,52232667.5
2020,1009,Health,Lebanon Flash Appeal 2020,33376528,16877603.5
2020,1009,Multi-sector,Lebanon Flash Appeal 2020,0,1034415
2020,1009,Protection,Lebanon Flash Appeal 2020,23943553,4912249.5
2020,1009,Unspecified,Lebanon Flash Appeal 2020,0,24634541
2020,1009,Water Sanitation Hygiene,Lebanon Flash Appeal 2020,2835720,2094745.5
2020,1010,COVID-19,Jordan Intersectoral COVID-19 Response Plan 2020,2e+05,
2020,1010,Education,Jordan Intersectoral COVID-19 Response Plan 2020,6e+05,
2020,1010,Health,Jordan Intersectoral COVID-19 Response Plan 2020,52045731,320251
2020,1010,Unspecified,Jordan Intersectoral COVID-19 Response Plan 2020,0,15835144
2021,1011,Agriculture,Somalia Humanitarian Response Plan 2021,0,2250000
2021,1011,Camp Coordination / Management,Somalia Humanitarian Response Plan 2021,30856128,9615507.2
2021,1011,Coordination and support services,Somalia Humanitarian Response Plan 2021,24465560,12006216
2021,1011,Education,Somalia Humanitarian Response Plan 2021,44574007,9995484
2021,1011,Emergency Shelter and NFI,Somalia Humanitarian Response Plan 2021,57988997,9957540
2021,1011,Food Security,Somalia Humanitarian Response Plan 2021,396599149,444000975.533333
2021,1011,Health,Somalia Humanitarian Response Plan 2021,91673187,64856018.3666667
2021,1011,Logistics,Somalia Humanitarian Response Plan 2021,31373373,5589974
2021,1011,Multi-sector,Somalia Humanitarian Response Plan 2021,54340360,8166097
2021,1011,Nutrition,Somalia Humanitarian Response Plan 2021,157469066,113698571.333333
2021,1011,Protection,Somalia Humanitarian Response Plan 2021,106626075,55471665.0333333
2021,1011,Unspecified,Somalia Humanitarian Response Plan 2021,0,187692325
2021,1011,Water Sanitation Hygiene,Somalia Humanitarian Response Plan 2021,96155970,73754501.5333333
2021,1012,COVID-19,occupied Palestinian territory 2021,0,12457296.3333333
2021,1012,Camp Coordination / Management,occupied Palestinian territory 2021,0,19204.5
2021,1012,Coordination and support services,occupied Palestinian territory 2021,10710499,9031359.5
2021,1012,Education,occupied Palestinian territory 2021,25302737,24346482.5
2021,1012,Emergency Shelter and NFI,occupied Palestinian territory 2021,16873288,11412575
2021,1012,Food Security,occupied Palestinian territory 2021,262137742,190238916.166667
2021,1012,Health,occupied Palestinian territory 2021,46388295,33775838.8333333
2021,1012,Multi-sector,occupied Palestinian territory 2021,0,3648366
2021,1012,Protection,occupied Palestinian territory 2021,29445989,22850239.5
2021,1012,Unspecified,occupied Palestinian territory 2021,0,50984108
2021,1012,Water Sanitation Hygiene,occupied Palestinian territory 2021,26708780,9733869.66666667
2021,1013,Agriculture,South Sudan Humanitarian Response Plan 2021,0,39108.3333333333
2021,1013,Camp Coordination / Management,South Sudan Humanitarian Response Plan 2021,19017248,4890458.66666667
2021,1013,Coordination and support services,South Sudan Humanitarian Response Plan 2021,19551754,18572817.25
2021,1013,Early Recovery,South Sudan Humanitarian Response Plan 2021,0,694706.5
2021,1013,Education,South Sudan Humanitarian Response Plan 2021,53710762,12132912.0333333
2021,1013,Emergency Shelter and NFI,South Sudan Humanitarian Response Plan 2021,35057769,16345045.3071429
2021,1013,Food Security,South Sudan Humanitarian Response Plan 2021,753655989,465752015.433333
2021,1013,Health,South Sudan Humanitarian Response Plan 2021,123831722,57170760.7809524
2021,1013,Logistics,South Sudan Humanitarian Response Plan 2021,88684250,75376861.6666667
2021,1013,Multi-sector,South Sudan Humanitarian Response Plan 2021,159968068,41219945.5
2021,1013,Nutrition,South Sudan Humanitarian Response Plan 2021,204802615,193812975.697619
2021,1013,Protection,South Sudan Humanitarian Response Plan 2021,100447790,102273777.207143
2021,1013,Unspecified,South Sudan Humanitarian Response Plan 2021,0,92960305
2021,1013,Water Sanitation Hygiene,South Sudan Humanitarian Response Plan 2021,119044821,62273936.6238095
2021,1014,Agriculture,Sudan Humanitarian Response Plan 2021,7592500,1500000
2021,1014,Camp Coordination / Management,Sudan Humanitarian Response Plan 2021,7040358,444311
2021,1014,Coordination and support services,Sudan Humanitarian Response Plan 2021,56682713,15986075
2021,1014,Early Recovery,Sudan Humanitarian Response Plan 2021,367895,
2021,1014,Education,Sudan Humanitarian Response Plan 2021,143595609,33367538
2021,1014,Emergency Shelter and NFI,Sudan Humanitarian Response Plan 2021,166111011,13529999.5714286
2021,1014,Emergency Telecommunications,Sudan Humanitarian Response Plan 2021,0,1173576.5
